service,timestamp,rr,sr,mrt,count
paymentservice-grpc,1647753180,100.0,100.0,1.0500000000002645,11
paymentservice-grpc,1647753240,100.0,100.0,1.0500000000003424,17
paymentservice-grpc,1647753300,100.0,100.0,0.9799999999993209,15
paymentservice-grpc,1647753360,100.0,100.0,1.115624999999909,16
paymentservice-grpc,1647753420,100.0,100.0,1.0500000000006717,13
paymentservice-grpc,1647753480,100.0,100.0,0.9449999999993451,20
paymentservice-grpc,1647753540,100.0,100.0,1.0500000000012313,13
paymentservice-grpc,1647753600,100.0,100.0,1.1735294117647488,17
paymentservice-grpc,1647753660,100.0,100.0,0.8399999999991754,15
paymentservice-grpc,1647753720,100.0,100.0,1.190000000000388,15
paymentservice-grpc,1647753780,100.0,100.0,1.05,15
paymentservice-grpc,1647753840,100.0,100.0,1.1250000000002598,14
paymentservice-grpc,1647753900,100.0,100.0,1.0499999999997922,14
paymentservice-grpc,1647753960,100.0,100.0,0.9843749999997726,16
paymentservice-grpc,1647754020,100.0,100.0,1.2406250000001364,16
paymentservice-grpc,1647754080,100.0,100.0,1.0499999999997272,16
paymentservice-grpc,1647754140,100.0,100.0,0.9800000000002911,15
paymentservice-grpc,1647754200,100.0,100.0,1.0499999999996765,18
paymentservice-grpc,1647754260,100.0,100.0,1.1375000000001212,12
paymentservice-grpc,1647754320,100.0,100.0,0.9882352941176042,17
paymentservice-grpc,1647754380,100.0,100.0,0.984375,16
paymentservice-grpc,1647754440,100.0,100.0,1.1899999999996604,15
paymentservice-grpc,1647754500,100.0,100.0,1.050000000001511,13
paymentservice-grpc,1647754560,100.0,100.0,0.9916666666659795,18
paymentservice-grpc,1647754620,100.0,100.0,1.0499999999997272,16
paymentservice-grpc,1647754680,100.0,100.0,1.1200000000006791,15
paymentservice-grpc,1647754740,100.0,100.0,0.9749999999993244,14
paymentservice-grpc,1647754800,100.0,100.0,1.050000000000283,18
paymentservice-grpc,1647754860,100.0,100.0,1.1375000000001212,12
paymentservice-grpc,1647754920,100.0,100.0,1.0500000000002299,19
paymentservice-grpc,1647754980,100.0,100.0,0.962499999999333,12
paymentservice-grpc,1647755040,100.0,100.0,1.120000000000194,15
paymentservice-grpc,1647755100,100.0,100.0,0.9187500000002728,16
paymentservice-grpc,1647755160,100.0,100.0,0.9187499999998181,16
paymentservice-grpc,1647755220,100.0,100.0,1.2115384615387415,13
paymentservice-grpc,1647755280,100.0,100.0,1.1083333333331717,18
paymentservice-grpc,1647755340,100.0,100.0,0.9333333333330908,18
paymentservice-grpc,1647755400,100.0,100.0,1.1375000000001212,12
paymentservice-grpc,1647755460,100.0,100.0,1.1199999999999515,15
paymentservice-grpc,1647755520,100.0,100.0,0.979999999999806,15
paymentservice-grpc,1647755580,100.0,100.0,1.1156250000005912,16
paymentservice-grpc,1647755640,100.0,100.0,0.9692307692300977,13
paymentservice-grpc,1647755700,100.0,100.0,1.0000000000003464,21
paymentservice-grpc,1647755760,100.0,100.0,1.2599999999998546,10
paymentservice-grpc,1647755820,100.0,100.0,1.050000000000283,18
paymentservice-grpc,1647755880,100.0,100.0,0.9799999999995634,15
paymentservice-grpc,1647755940,100.0,100.0,1.1117647058824385,17
productcatalogservice-grpc,1647752400,100.0,100.0,4.224884473199492,2164
productcatalogservice-grpc,1647752460,100.0,100.0,4.224884473199492,2164
productcatalogservice-grpc,1647752520,100.0,100.0,4.183808647657152,2174
productcatalogservice-grpc,1647752580,100.0,100.0,4.172857815440473,2124
productcatalogservice-grpc,1647752640,100.0,100.0,4.3507816316579175,2047
productcatalogservice-grpc,1647752700,100.0,100.0,4.0412276575715165,2126
productcatalogservice-grpc,1647752760,100.0,100.0,4.0675898931062235,2058
productcatalogservice-grpc,1647752820,100.0,100.0,4.184408602142499,2046
productcatalogservice-grpc,1647752880,100.0,100.0,4.081433998108128,2106
productcatalogservice-grpc,1647752940,100.0,100.0,4.114685150369595,2128
productcatalogservice-grpc,1647753000,100.0,100.0,4.087904394015538,2071
productcatalogservice-grpc,1647753060,100.0,100.0,4.086292613639875,2112
productcatalogservice-grpc,1647753120,100.0,100.0,4.057688564472091,2055
productcatalogservice-grpc,1647753180,100.0,100.0,4.183532110094236,2180
productcatalogservice-grpc,1647753240,100.0,100.0,4.114567901230412,2025
productcatalogservice-grpc,1647753300,100.0,100.0,4.005049088365349,2139
productcatalogservice-grpc,1647753360,100.0,100.0,4.181724484666796,1989
productcatalogservice-grpc,1647753420,100.0,100.0,4.098525970976841,2137
productcatalogservice-grpc,1647753480,100.0,100.0,4.073972602743555,1971
productcatalogservice-grpc,1647753540,100.0,100.0,4.066761239636599,2291
productcatalogservice-grpc,1647753600,100.0,100.0,4.126619047616951,2100
productcatalogservice-grpc,1647753660,100.0,100.0,4.220735155519976,2122
productcatalogservice-grpc,1647753720,100.0,100.0,4.051377551015485,1960
productcatalogservice-grpc,1647753780,100.0,100.0,4.094707777265385,2173
productcatalogservice-grpc,1647753840,100.0,100.0,4.010423116615048,1938
productcatalogservice-grpc,1647753900,100.0,100.0,4.138758389259564,2086
productcatalogservice-grpc,1647753960,100.0,100.0,4.106015399426512,2078
productcatalogservice-grpc,1647754020,100.0,100.0,4.161340941509268,2103
productcatalogservice-grpc,1647754080,100.0,100.0,4.128692905733089,2058
productcatalogservice-grpc,1647754140,100.0,100.0,4.165105882352535,2125
productcatalogservice-grpc,1647754200,100.0,100.0,4.136241446729335,2046
productcatalogservice-grpc,1647754260,100.0,100.0,4.03785614198906,2141
productcatalogservice-grpc,1647754320,100.0,100.0,4.093743615932695,1958
productcatalogservice-grpc,1647754380,100.0,100.0,4.044674418607425,2150
productcatalogservice-grpc,1647754440,100.0,100.0,4.1017005196000005,2117
productcatalogservice-grpc,1647754500,100.0,100.0,4.132539682537823,2016
productcatalogservice-grpc,1647754560,100.0,100.0,4.130894886363294,2112
productcatalogservice-grpc,1647754620,100.0,100.0,4.127037545794047,2184
productcatalogservice-grpc,1647754680,100.0,100.0,4.042998585570013,2121
productcatalogservice-grpc,1647754740,100.0,100.0,4.14803422757089,2162
productcatalogservice-grpc,1647754800,100.0,100.0,4.063444730070208,1945
productcatalogservice-grpc,1647754860,100.0,100.0,4.213783914730854,2064
productcatalogservice-grpc,1647754920,100.0,100.0,4.0450831702583265,2044
productcatalogservice-grpc,1647754980,100.0,100.0,4.036217350746648,2144
productcatalogservice-grpc,1647755040,100.0,100.0,4.159845077458338,2001
productcatalogservice-grpc,1647755100,100.0,100.0,4.15456292026825,2082
productcatalogservice-grpc,1647755160,100.0,100.0,4.108509566964631,1986
productcatalogservice-grpc,1647755220,100.0,100.0,3.9771892655406864,2124
productcatalogservice-grpc,1647755280,100.0,100.0,4.1863529411718465,2125
productcatalogservice-grpc,1647755340,100.0,100.0,4.168976814519145,1984
productcatalogservice-grpc,1647755400,100.0,100.0,4.037536162007213,2074
productcatalogservice-grpc,1647755460,100.0,100.0,4.0779585798812485,2028
productcatalogservice-grpc,1647755520,100.0,100.0,4.179790775084692,2103
productcatalogservice-grpc,1647755580,100.0,100.0,4.355228450302951,2123
productcatalogservice-grpc,1647755640,100.0,100.0,4.29733460256494,2101
productcatalogservice-grpc,1647755700,100.0,100.0,4.316934306574086,2055
productcatalogservice-grpc,1647755760,100.0,100.0,4.328792860499259,2129
productcatalogservice-grpc,1647755820,100.0,100.0,4.231228501225863,2035
productcatalogservice-grpc,1647755880,100.0,100.0,4.156555863344039,2166
productcatalogservice-grpc,1647755940,100.0,100.0,4.083637284703384,1974
recommendationservice-grpc,1647752400,100.0,100.0,3.4383161512037095,291
recommendationservice-grpc,1647752460,100.0,100.0,3.4383161512037095,291
recommendationservice-grpc,1647752520,100.0,100.0,3.508680555552322,288
recommendationservice-grpc,1647752580,100.0,100.0,3.5112676056360983,284
recommendationservice-grpc,1647752640,100.0,100.0,3.484239130432758,276
recommendationservice-grpc,1647752700,100.0,100.0,3.415949820791201,279
recommendationservice-grpc,1647752760,100.0,100.0,3.3708487084888032,271
recommendationservice-grpc,1647752820,100.0,100.0,3.3479999999972905,275
recommendationservice-grpc,1647752880,100.0,100.0,3.371299638989506,277
recommendationservice-grpc,1647752940,100.0,100.0,3.3954225352122513,284
recommendationservice-grpc,1647753000,100.0,100.0,3.411313868612119,274
recommendationservice-grpc,1647753060,100.0,100.0,3.388339222614512,283
recommendationservice-grpc,1647753120,100.0,100.0,3.486940298505725,268
recommendationservice-grpc,1647753180,100.0,100.0,3.436177474403684,293
recommendationservice-grpc,1647753240,100.0,100.0,3.4058712121243873,264
recommendationservice-grpc,1647753300,100.0,100.0,3.4103146853101265,286
recommendationservice-grpc,1647753360,100.0,100.0,3.4112781954918727,266
recommendationservice-grpc,1647753420,100.0,100.0,3.3724561403505504,285
recommendationservice-grpc,1647753480,100.0,100.0,3.3180933852121957,257
recommendationservice-grpc,1647753540,100.0,100.0,3.392973856210672,306
recommendationservice-grpc,1647753600,100.0,100.0,3.4746376811611075,276
recommendationservice-grpc,1647753660,100.0,100.0,3.3243986254292333,291
recommendationservice-grpc,1647753720,100.0,100.0,3.4543137254887353,255
recommendationservice-grpc,1647753780,100.0,100.0,3.3576124567461156,289
recommendationservice-grpc,1647753840,100.0,100.0,3.448828125003274,256
recommendationservice-grpc,1647753900,100.0,100.0,3.405376344083017,279
recommendationservice-grpc,1647753960,100.0,100.0,3.321818181819875,275
recommendationservice-grpc,1647754020,100.0,100.0,3.4255357142853815,280
recommendationservice-grpc,1647754080,100.0,100.0,3.369301470587208,272
recommendationservice-grpc,1647754140,100.0,100.0,3.4550522648070645,287
recommendationservice-grpc,1647754200,100.0,100.0,3.32032967033547,273
recommendationservice-grpc,1647754260,100.0,100.0,3.4128521126694977,284
recommendationservice-grpc,1647754320,100.0,100.0,3.3891050583675706,257
recommendationservice-grpc,1647754380,100.0,100.0,3.302464788733706,284
recommendationservice-grpc,1647754440,100.0,100.0,3.4119298245659784,285
recommendationservice-grpc,1647754500,100.0,100.0,3.3353479853438914,273
recommendationservice-grpc,1647754560,100.0,100.0,3.396181818179109,275
recommendationservice-grpc,1647754620,100.0,100.0,3.3725085910681725,291
recommendationservice-grpc,1647754680,100.0,100.0,3.369354838707341,279
recommendationservice-grpc,1647754740,100.0,100.0,3.4198630137021384,292
recommendationservice-grpc,1647754800,100.0,100.0,3.456916996047799,253
recommendationservice-grpc,1647754860,100.0,100.0,3.333333333330031,282
recommendationservice-grpc,1647754920,100.0,100.0,3.439444444447549,270
recommendationservice-grpc,1647754980,100.0,100.0,3.3129893238490506,281
recommendationservice-grpc,1647755040,100.0,100.0,3.4646616541269353,266
recommendationservice-grpc,1647755100,100.0,100.0,3.3778571428564774,280
recommendationservice-grpc,1647755160,100.0,100.0,3.364044943820922,267
recommendationservice-grpc,1647755220,100.0,100.0,3.3991007194234553,278
recommendationservice-grpc,1647755280,100.0,100.0,3.3519097222241623,288
recommendationservice-grpc,1647755340,100.0,100.0,3.4336431226762336,269
recommendationservice-grpc,1647755400,100.0,100.0,3.3941391941378294,273
recommendationservice-grpc,1647755460,100.0,100.0,3.3936567164213853,268
recommendationservice-grpc,1647755520,100.0,100.0,3.4431407942255077,277
recommendationservice-grpc,1647755580,100.0,100.0,3.5835689045900194,283
recommendationservice-grpc,1647755640,100.0,100.0,3.5780141843988145,282
recommendationservice-grpc,1647755700,100.0,100.0,3.6811808118050253,271
recommendationservice-grpc,1647755760,100.0,100.0,3.6265124555203228,281
recommendationservice-grpc,1647755820,100.0,100.0,3.6182656826509842,271
recommendationservice-grpc,1647755880,100.0,100.0,3.311034482760869,290
recommendationservice-grpc,1647755940,100.0,100.0,3.468773946358726,261
shippingservice-grpc,1647752400,100.0,100.0,0.0,115
shippingservice-grpc,1647752460,100.0,100.0,0.0,115
shippingservice-grpc,1647752520,100.0,100.0,0.017948717948705513,117
shippingservice-grpc,1647752580,100.0,100.0,0.009905660377355916,106
shippingservice-grpc,1647752640,100.0,100.0,0.00963302752293745,109
shippingservice-grpc,1647752700,100.0,100.0,0.0,109
shippingservice-grpc,1647752760,100.0,100.0,0.02019230769232868,104
shippingservice-grpc,1647752820,100.0,100.0,0.009999999999997402,105
shippingservice-grpc,1647752880,100.0,100.0,0.02000000000002079,105
shippingservice-grpc,1647752940,100.0,100.0,0.008898305084739596,118
shippingservice-grpc,1647753000,100.0,100.0,0.0,102
shippingservice-grpc,1647753060,100.0,100.0,0.0,111
shippingservice-grpc,1647753120,100.0,100.0,0.019266055045866554,109
shippingservice-grpc,1647753180,100.0,100.0,0.018421052631582138,114
shippingservice-grpc,1647753240,100.0,100.0,0.022340425531889738,94
shippingservice-grpc,1647753300,100.0,100.0,0.03442622950819523,122
shippingservice-grpc,1647753360,100.0,100.0,0.010500000000001819,100
shippingservice-grpc,1647753420,100.0,100.0,0.01858407079647547,113
shippingservice-grpc,1647753480,100.0,100.0,0.02187499999999905,96
shippingservice-grpc,1647753540,100.0,100.0,0.02540322580644868,124
shippingservice-grpc,1647753600,100.0,100.0,0.011290322580647117,93
shippingservice-grpc,1647753660,100.0,100.0,0.016666666666669553,126
shippingservice-grpc,1647753720,100.0,100.0,0.012068965517253925,87
shippingservice-grpc,1647753780,100.0,100.0,0.05419847328244205,131
shippingservice-grpc,1647753840,100.0,100.0,0.013461538461540794,78
shippingservice-grpc,1647753900,100.0,100.0,0.00813953488372234,129
shippingservice-grpc,1647753960,100.0,100.0,0.061445783132523545,83
shippingservice-grpc,1647754020,100.0,100.0,0.016279069767441156,129
shippingservice-grpc,1647754080,100.0,100.0,0.0,93
shippingservice-grpc,1647754140,100.0,100.0,0.008467741935478003,124
shippingservice-grpc,1647754200,100.0,100.0,0.010824742268033736,97
shippingservice-grpc,1647754260,100.0,100.0,0.027876106194697107,113
shippingservice-grpc,1647754320,100.0,100.0,0.010499999999999544,100
shippingservice-grpc,1647754380,100.0,100.0,0.01999999999997748,105
shippingservice-grpc,1647754440,100.0,100.0,0.0,125
shippingservice-grpc,1647754500,100.0,100.0,0.035795454545489165,88
shippingservice-grpc,1647754560,100.0,100.0,0.0,123
shippingservice-grpc,1647754620,100.0,100.0,0.01981132075472041,106
shippingservice-grpc,1647754680,100.0,100.0,0.009722222222215485,108
shippingservice-grpc,1647754740,100.0,100.0,0.018103448275849525,116
shippingservice-grpc,1647754800,100.0,100.0,0.0,95
shippingservice-grpc,1647754860,100.0,100.0,0.030000000000000866,105
shippingservice-grpc,1647754920,100.0,100.0,0.0,118
shippingservice-grpc,1647754980,100.0,100.0,0.044680851063837526,94
shippingservice-grpc,1647755040,100.0,100.0,0.01794871794872883,117
shippingservice-grpc,1647755100,100.0,100.0,0.04374999999997916,96
shippingservice-grpc,1647755160,100.0,100.0,0.0,116
shippingservice-grpc,1647755220,100.0,100.0,0.04200000000000273,100
shippingservice-grpc,1647755280,100.0,100.0,0.0,120
shippingservice-grpc,1647755340,100.0,100.0,0.040384615384631124,104
shippingservice-grpc,1647755400,100.0,100.0,0.0,102
shippingservice-grpc,1647755460,100.0,100.0,0.049999999999995666,105
shippingservice-grpc,1647755520,100.0,100.0,0.0,113
shippingservice-grpc,1647755580,100.0,100.0,0.03749999999998214,112
shippingservice-grpc,1647755640,100.0,100.0,0.0,101
shippingservice-grpc,1647755700,100.0,100.0,0.038532110091760226,109
shippingservice-grpc,1647755760,100.0,100.0,0.009999999999999567,105
shippingservice-grpc,1647755820,100.0,100.0,0.028636363636335524,110
shippingservice-grpc,1647755880,100.0,100.0,0.010000000000003898,105
shippingservice-grpc,1647755940,100.0,100.0,0.018421052631586127,114
adservice-http,1647752400,100.0,100.0,8.78750000000582,24
adservice-http,1647752460,100.0,100.0,8.78750000000582,24
adservice-http,1647752520,100.0,100.0,8.829166666672487,24
adservice-http,1647752580,100.0,100.0,8.954166666662786,24
adservice-http,1647752640,100.0,100.0,9.120833333329452,24
adservice-http,1647752700,100.0,100.0,8.889583333337214,24
adservice-http,1647752760,100.0,100.0,8.541666666656965,24
adservice-http,1647752820,100.0,100.0,8.78749999999612,24
adservice-http,1647752880,100.0,100.0,8.870833333348855,24
adservice-http,1647752940,100.0,100.0,8.727083333331393,24
adservice-http,1647753000,100.0,100.0,8.810416666664727,24
adservice-http,1647753060,100.0,100.0,8.810416666664727,24
adservice-http,1647753120,100.0,100.0,8.954166666672487,24
adservice-http,1647753180,100.0,100.0,8.972916666651145,24
adservice-http,1647753240,100.0,100.0,8.727083333341094,24
adservice-http,1647753300,100.0,100.0,8.745833333339155,24
adservice-http,1647753360,100.0,100.0,8.91249999999612,24
adservice-http,1647753420,100.0,100.0,8.583333333333334,24
adservice-http,1647753480,100.0,100.0,8.829166666662786,24
adservice-http,1647753540,100.0,100.0,8.704166666672487,24
adservice-http,1647753600,100.0,100.0,8.78749999999612,24
adservice-http,1647753660,100.0,100.0,8.6250000000097,24
adservice-http,1647753720,100.0,100.0,8.727083333321692,24
adservice-http,1647753780,100.0,100.0,8.745833333339155,24
adservice-http,1647753840,100.0,100.0,8.685416666674428,24
adservice-http,1647753900,100.0,100.0,8.745833333319752,24
adservice-http,1647753960,100.0,100.0,8.829166666672487,24
adservice-http,1647754020,100.0,100.0,8.583333333333334,24
adservice-http,1647754080,100.0,100.0,8.76874999999806,24
adservice-http,1647754140,100.0,100.0,8.78750000000582,24
adservice-http,1647754200,100.0,100.0,8.829166666662786,24
adservice-http,1647754260,100.0,100.0,8.829166666662786,24
adservice-http,1647754320,100.0,100.0,8.685416666674428,24
adservice-http,1647754380,100.0,100.0,8.541666666666666,24
adservice-http,1647754440,100.0,100.0,8.78749999999612,24
adservice-http,1647754500,100.0,100.0,8.541666666666666,24
adservice-http,1647754560,100.0,100.0,8.745833333329452,24
adservice-http,1647754620,100.0,100.0,8.727083333341094,24
adservice-http,1647754680,100.0,100.0,8.745833333329452,24
adservice-http,1647754740,100.0,100.0,8.685416666664727,24
adservice-http,1647754800,100.0,100.0,8.91249999999612,24
adservice-http,1647754860,100.0,100.0,8.78750000000582,24
adservice-http,1647754920,100.0,100.0,8.745833333329452,24
adservice-http,1647754980,100.0,100.0,8.685416666664727,24
adservice-http,1647755040,100.0,100.0,8.745833333339155,24
adservice-http,1647755100,100.0,100.0,8.847916666660845,24
adservice-http,1647755160,100.0,100.0,8.64374999999806,24
adservice-http,1647755220,100.0,100.0,8.787500000015521,24
adservice-http,1647755280,100.0,100.0,8.745833333319752,24
adservice-http,1647755340,100.0,100.0,8.541666666676369,24
adservice-http,1647755400,100.0,100.0,8.768749999988358,24
adservice-http,1647755460,100.0,100.0,8.662500000015521,24
adservice-http,1647755520,100.0,100.0,8.829166666653085,24
adservice-http,1647755580,100.0,100.0,8.89374999999806,24
adservice-http,1647755640,100.0,100.0,8.995833333348855,24
adservice-http,1647755700,100.0,100.0,9.033333333325572,24
adservice-http,1647755760,100.0,100.0,8.91249999999612,24
adservice-http,1647755820,100.0,100.0,8.745833333329452,24
adservice-http,1647755880,100.0,100.0,8.787500000015521,24
adservice-http,1647755940,100.0,100.0,8.643749999988358,24
frontend-http,1647752400,100.0,100.0,47.862561576354565,406
frontend-http,1647752460,100.0,100.0,47.862561576354565,406
frontend-http,1647752520,100.0,100.0,48.37272727272751,396
frontend-http,1647752580,100.0,100.0,49.324303797468296,395
frontend-http,1647752640,100.0,100.0,48.00302631578923,380
frontend-http,1647752700,100.0,100.0,49.37036082474215,388
frontend-http,1647752760,100.0,100.0,45.95625000000018,384
frontend-http,1647752820,100.0,100.0,48.32841530054632,366
frontend-http,1647752880,100.0,100.0,48.75692307692326,390
frontend-http,1647752940,100.0,100.0,45.759137055837506,394
frontend-http,1647753000,100.0,100.0,48.55355329949262,394
frontend-http,1647753060,100.0,100.0,47.20039999999975,375
frontend-http,1647753120,100.0,100.0,47.22343358395996,399
frontend-http,1647753180,100.0,100.0,48.86902887139132,381
frontend-http,1647753240,100.0,100.0,47.43997429305889,389
frontend-http,1647753300,100.0,100.0,48.399210526315976,380
frontend-http,1647753360,100.0,100.0,46.5434108527133,387
frontend-http,1647753420,100.0,100.0,48.219813829786986,376
frontend-http,1647753480,100.0,100.0,46.89532467532455,385
frontend-http,1647753540,100.0,100.0,48.63756281407064,398
frontend-http,1647753600,100.0,100.0,46.60955334987599,403
frontend-http,1647753660,100.0,100.0,49.24073107049596,383
frontend-http,1647753720,100.0,100.0,46.43876712328741,365
frontend-http,1647753780,100.0,100.0,48.183717948718005,390
frontend-http,1647753840,100.0,100.0,47.477609890110145,364
frontend-http,1647753900,100.0,100.0,47.861923076922835,390
frontend-http,1647753960,100.0,100.0,48.393552631578764,380
frontend-http,1647754020,100.0,100.0,47.23152454780386,387
frontend-http,1647754080,100.0,100.0,47.57052631578929,380
frontend-http,1647754140,100.0,100.0,47.48094059405952,404
frontend-http,1647754200,100.0,100.0,48.85524193548362,372
frontend-http,1647754260,100.0,100.0,47.67207792207822,385
frontend-http,1647754320,100.0,100.0,45.41688481675393,382
frontend-http,1647754380,100.0,100.0,47.556413612565564,382
frontend-http,1647754440,100.0,100.0,48.015508684863235,403
frontend-http,1647754500,100.0,100.0,48.60815217391317,368
frontend-http,1647754560,100.0,100.0,46.73062015503876,387
frontend-http,1647754620,100.0,100.0,47.84255050505056,396
frontend-http,1647754680,100.0,100.0,48.077749999999945,400
frontend-http,1647754740,100.0,100.0,48.01544303797492,395
frontend-http,1647754800,100.0,100.0,47.4938858695649,368
frontend-http,1647754860,100.0,100.0,48.88059299191362,371
frontend-http,1647754920,100.0,100.0,46.54193954659985,397
frontend-http,1647754980,100.0,100.0,48.78509485094838,369
frontend-http,1647755040,100.0,100.0,48.99810298102962,369
frontend-http,1647755100,100.0,100.0,47.686434108527195,387
frontend-http,1647755160,100.0,100.0,46.993495934959284,369
frontend-http,1647755220,100.0,100.0,46.10496183206107,393
frontend-http,1647755280,100.0,100.0,47.855429292929294,396
frontend-http,1647755340,100.0,100.0,47.68029100529107,378
frontend-http,1647755400,100.0,100.0,45.57994791666655,384
frontend-http,1647755460,100.0,100.0,47.70000000000019,376
frontend-http,1647755520,100.0,100.0,48.94264705882365,374
frontend-http,1647755580,100.0,100.0,49.639629629629454,405
frontend-http,1647755640,100.0,100.0,50.3054794520548,365
frontend-http,1647755700,100.0,100.0,48.74125,400
frontend-http,1647755760,100.0,100.0,50.425263157894676,380
frontend-http,1647755820,100.0,100.0,48.95155844155838,385
frontend-http,1647755880,100.0,100.0,49.19164556962043,395
frontend-http,1647755940,100.0,100.0,47.24281914893629,376
adservice-grpc,1647723600,100.0,100.0,2.408974358973165,78
adservice-grpc,1647723660,100.0,100.0,2.408974358973165,78
adservice-grpc,1647723720,100.0,100.0,2.47246376811223,69
adservice-grpc,1647723780,100.0,100.0,2.3862499999973807,80
adservice-grpc,1647723840,100.0,100.0,2.3401515151613927,66
adservice-grpc,1647723900,100.0,100.0,2.0841463414594394,82
adservice-grpc,1647723960,100.0,100.0,2.2905063291133345,79
adservice-grpc,1647724020,100.0,100.0,2.3901408450697668,71
adservice-grpc,1647724080,100.0,100.0,2.291891891896297,74
adservice-grpc,1647724140,100.0,100.0,2.324999999998545,80
adservice-grpc,1647724200,100.0,100.0,2.315189873416543,79
adservice-grpc,1647724260,100.0,100.0,2.277848101266707,79
adservice-grpc,1647724320,100.0,100.0,2.4749999999976118,78
adservice-grpc,1647724380,100.0,100.0,2.2925675675694555,74
adservice-grpc,1647724440,100.0,100.0,2.1806666666719443,75
adservice-grpc,1647724500,100.0,100.0,2.3421052631532993,76
adservice-grpc,1647724560,100.0,100.0,2.2880952380946837,84
adservice-grpc,1647724620,100.0,100.0,2.192142857142192,70
adservice-grpc,1647724680,100.0,100.0,2.3554878048740737,82
adservice-grpc,1647724740,100.0,100.0,2.358461538469419,65
adservice-grpc,1647724800,100.0,100.0,2.3297752808933825,89
adservice-grpc,1647724860,100.0,100.0,2.2151515151525736,66
adservice-grpc,1647724920,100.0,100.0,2.376966292141895,89
adservice-grpc,1647724980,100.0,100.0,2.406164383558773,73
adservice-grpc,1647725040,100.0,100.0,2.3227272727262145,88
adservice-grpc,1647725100,100.0,100.0,2.4450704225348834,71
adservice-grpc,1647725160,100.0,100.0,2.345512820516701,78
adservice-grpc,1647725220,100.0,100.0,2.1810975609739063,82
adservice-grpc,1647725280,100.0,100.0,2.2887499999967984,80
adservice-grpc,1647725340,100.0,100.0,2.265340909094613,88
adservice-grpc,1647725400,100.0,100.0,2.5226562500029104,64
adservice-grpc,1647725460,100.0,100.0,2.2938775510161316,98
adservice-grpc,1647725520,100.0,100.0,2.3906779661064306,59
adservice-grpc,1647725580,100.0,100.0,2.213106796116053,103
adservice-grpc,1647725640,100.0,100.0,2.2079365079342903,63
adservice-grpc,1647725700,100.0,100.0,2.451111111114733,90
adservice-grpc,1647725760,100.0,100.0,2.4928571428554798,70
adservice-grpc,1647725820,100.0,100.0,2.398876404493074,89
adservice-grpc,1647725880,100.0,100.0,2.1999999999987065,72
adservice-grpc,1647725940,100.0,100.0,2.4792682926849143,82
adservice-grpc,1647726000,100.0,100.0,2.277710843374055,83
adservice-grpc,1647726060,100.0,100.0,2.409701492538356,67
adservice-grpc,1647726120,100.0,100.0,2.269186046510545,86
adservice-grpc,1647726180,100.0,100.0,2.4347826086956523,69
adservice-grpc,1647726240,100.0,100.0,2.5339506172839505,81
adservice-grpc,1647726300,100.0,100.0,2.260666666664183,75
adservice-grpc,1647726360,100.0,100.0,2.3462962962983083,81
adservice-grpc,1647726420,100.0,100.0,2.579729729726898,74
adservice-grpc,1647726480,100.0,100.0,2.2000000000035573,72
adservice-grpc,1647726540,100.0,100.0,2.3124999999985447,80
adservice-grpc,1647726600,100.0,100.0,2.4212328767139235,73
adservice-grpc,1647726660,100.0,100.0,2.3101190476154443,84
adservice-grpc,1647726720,100.0,100.0,2.270833333338184,72
adservice-grpc,1647726780,100.0,100.0,2.474096385543291,83
adservice-grpc,1647726840,100.0,100.0,2.387903225799692,62
adservice-grpc,1647726900,100.0,100.0,2.3320512820575505,78
adservice-grpc,1647726960,100.0,100.0,2.331764705879066,85
adservice-grpc,1647727020,100.0,100.0,2.4493150684890046,73
adservice-grpc,1647727080,100.0,100.0,2.1422619047641223,84
adservice-grpc,1647727140,100.0,100.0,2.376623376618841,77
cartservice-grpc,1647723600,100.0,100.0,1.0403225806395282,124
cartservice-grpc,1647723660,100.0,100.0,1.0403225806395282,124
cartservice-grpc,1647723720,100.0,100.0,1.1004166666728754,120
cartservice-grpc,1647723780,100.0,100.0,1.085526315785389,114
cartservice-grpc,1647723840,100.0,100.0,1.0844537815125073,119
cartservice-grpc,1647723900,100.0,100.0,1.0756302521013295,119
cartservice-grpc,1647723960,100.0,100.0,1.0652343749990223,128
cartservice-grpc,1647724020,100.0,100.0,1.049159663870242,119
cartservice-grpc,1647724080,100.0,100.0,1.0588235294112756,119
cartservice-grpc,1647724140,100.0,100.0,1.0837499999967501,120
cartservice-grpc,1647724200,100.0,100.0,1.0328125000015689,128
cartservice-grpc,1647724260,100.0,100.0,1.0249999999978172,128
cartservice-grpc,1647724320,100.0,100.0,1.105426356591223,129
cartservice-grpc,1647724380,100.0,100.0,1.0769565217338664,115
cartservice-grpc,1647724440,100.0,100.0,1.0401639344273745,122
cartservice-grpc,1647724500,100.0,100.0,1.097656250002501,128
cartservice-grpc,1647724560,100.0,100.0,1.1274999999992967,120
cartservice-grpc,1647724620,100.0,100.0,1.0405511811062123,127
cartservice-grpc,1647724680,100.0,100.0,1.0668141592888416,113
cartservice-grpc,1647724740,100.0,100.0,1.1413934426241437,122
cartservice-grpc,1647724800,100.0,100.0,1.049186991872072,123
cartservice-grpc,1647724860,100.0,100.0,1.1067460317398876,126
cartservice-grpc,1647724920,100.0,100.0,1.032926829270801,123
cartservice-grpc,1647724980,100.0,100.0,1.520072992702217,137
cartservice-grpc,1647725040,100.0,100.0,1.0499999999996632,121
